Job Name,Image Count,Annotation Count,Total Image Size (MB),All Image/Annotation Pairs Present,red_flag,red_yellow_flag,blue_flag,green_coast,flagpole,parasol,surf_zone,non_beach_flag,other_beach_flag,surf_kite,wind_sock
Job_7,725,725,595.84,True,725,0,0,0,725,0,0,0,0,0,0
Job_8,725,725,595.84,True,725,0,0,0,725,0,0,0,0,0,0
Job_11,700,700,310.96,True,0,700,0,0,700,0,0,0,0,0,0
Job_12,900,900,445.93,True,0,900,0,0,900,0,0,0,0,0,0
Job_13,401,401,132.86,True,401,0,0,0,401,0,0,0,0,0,0
Job_14,400,400,137.07,True,400,0,0,0,400,0,0,0,0,0,0
Job_15,400,400,134.86,True,400,0,0,0,400,0,0,0,0,0,0
Job_16,400,400,136.37,True,400,0,0,0,400,0,0,0,0,0,0
Job_17,400,400,117.14,True,0,400,0,0,400,0,0,0,0,0,0
Job_18,400,400,128.3,True,0,400,0,0,400,0,0,0,0,0,0
Job_21,301,301,267.46,True,301,0,301,0,301,0,0,0,0,0,0
Job_22,2274,2274,1972.21,True,2274,0,2274,0,2274,0,0,0,0,0,0
Job_23,2485,2485,2123.8,True,2485,0,2485,0,2485,0,0,0,0,0,0
Job_24,1505,1505,1293.68,True,1505,0,1505,0,1505,0,0,0,0,0,0
Job_25,2500,2500,2326.58,True,2500,0,2500,0,2500,0,0,0,0,0,0
Job_27,4264,4264,3993.55,True,4264,0,4264,0,4264,0,0,0,0,0,0
Job_28,3969,3969,3091.13,True,3969,0,3969,0,3977,0,0,0,0,0,0
Job_29,5148,5148,4370.53,True,5145,0,5148,0,5113,0,0,0,0,0,0
Job_30,9408,9408,9353.26,True,0,9408,9414,0,9408,0,0,0,0,0,0
Job_31,4812,4812,3817.69,True,0,4812,4812,0,4812,0,0,0,0,0,0
Job_32,4812,4812,4978.15,True,0,4812,4812,0,4812,0,0,0,0,0,0
Job_36,2448,2448,2630.91,True,0,2448,2448,0,2448,0,0,0,0,0,0
Job_37,3264,3264,3029.38,True,0,3264,3264,0,3264,0,0,0,0,0,0
Job_41,1572,1572,1004.06,True,0,1572,1572,0,1572,0,0,0,0,0,0
Job_42,1536,1536,1012.6,True,0,1536,1536,0,1536,0,0,0,0,0,0
Job_43,1656,1656,1554.67,True,0,1656,1656,0,1656,0,0,0,0,0,0
Job_48,1584,1584,1406.77,True,1584,0,1584,0,1584,0,0,0,0,0,0
Job_50,1908,1908,1686.63,True,1908,0,1908,0,1908,0,0,0,0,0,0
Job_51,1595,1595,1341.31,True,0,6,0,1595,1595,0,0,0,0,0,0
Job_52,1441,1441,1300.29,True,0,1441,0,1441,1441,0,0,0,0,0,0
Job_54,780,780,942.98,True,0,780,0,0,780,0,0,0,0,0,0
Job_55,528,528,591.89,True,0,528,0,0,528,0,0,0,0,0,0
Job_56,276,276,346.86,True,0,276,0,0,276,0,0,0,0,0,0
Job_57,528,528,735.22,True,0,528,0,0,528,0,0,0,0,0,0
Job_59,540,540,720.66,True,0,540,0,0,540,0,0,0,0,0,0
Job_60,1620,1620,1377.37,True,1620,0,0,0,1620,0,0,0,0,0,0
Job_61,1836,1836,1460.12,True,1836,0,0,0,1836,0,0,0,0,0,0
Job_65,588,588,981.2,True,588,0,588,0,1176,0,0,0,0,0,0
Job_66,1596,1596,2531.38,True,1596,0,1596,0,0,0,0,0,0,0,0
Job_67,756,745,1094.5,False,5,3,745,0,1441,0,0,0,0,0,0
Job_69,1565,1565,2970.67,True,0,1560,1565,0,3130,0,0,0,0,0,0
Job_70,1692,1692,2264.77,True,0,1692,0,0,1692,0,0,0,0,0,0
Job_71,1656,1656,2431.33,True,0,1656,0,0,3312,0,1656,0,0,0,0
Job_72,2622,2622,3957.11,True,0,5224,0,0,5002,0,0,0,0,0,0
Job_73,876,876,711.46,True,0,876,876,0,876,0,0,0,0,0,0
Job_74,576,576,544.71,True,0,576,576,0,576,0,0,0,0,0,0
Job_75,576,576,561.59,True,0,576,576,0,576,0,0,0,0,0,0
Job_76,540,543,412.11,False,0,543,543,0,543,0,0,0,0,0,0
Job_77,792,792,600.43,True,0,792,792,0,792,0,0,0,0,0,0
Job_78,792,792,627.81,True,0,792,792,0,792,0,0,0,0,0,0
Job_87,1128,1128,1122.37,True,0,0,1128,0,1128,0,0,0,0,0,0
Job_88,708,708,541.94,True,708,0,708,0,708,0,0,0,0,0,0
Job_89,744,744,545.48,True,744,0,744,0,744,0,0,0,0,0,0
Job_95,348,348,168.33,True,348,0,348,0,348,0,0,0,0,0,0
Job_96,300,300,173.4,True,300,0,300,0,300,0,0,0,0,0,0
Job_97,293,293,526.87,True,293,0,293,0,293,0,0,0,0,0,0
Job_98,353,353,282.34,True,353,0,323,0,353,0,0,0,0,0,0
Job_104,768,768,674.78,True,0,0,768,0,768,0,0,0,0,0,0
Job_105,804,804,575.48,True,0,0,804,0,1608,0,0,0,0,0,0
Job_106,360,360,338.59,True,0,0,360,0,360,0,0,0,0,0,0
Job_108,564,564,708.5,True,0,0,564,0,564,0,0,0,0,0,0
Job_109,132,132,199.34,True,0,0,132,0,132,0,0,0,0,0,0
Job_114,288,288,319.23,True,0,0,288,0,288,0,0,0,0,0,0
Job_115,312,312,275.44,True,0,0,312,0,312,0,0,0,0,0,0
Job_116,528,528,554.09,True,0,528,528,0,528,0,0,0,0,0,0
Job_117,444,444,279.97,True,0,444,444,0,459,0,0,0,0,0,0
Job_118,516,516,402.82,True,0,516,516,0,516,0,0,0,0,0,0
Job_119,444,444,375.84,True,0,444,444,0,445,0,0,0,0,0,0
Job_120,288,288,408.03,True,0,288,288,0,288,0,0,0,0,0,0
Job_121,348,348,400.61,True,0,348,348,0,348,0,0,0,0,0,0
Job_123,300,300,539.62,True,0,300,300,0,300,0,0,0,0,0,0
Job_125,384,384,408.73,True,0,384,384,0,384,0,0,0,0,0,0
Job_126,780,780,890.18,True,0,780,780,0,780,0,0,0,0,0,0
Job_128,532,532,360.67,True,0,532,532,0,532,0,0,0,0,0,0
Job_130,552,552,446.83,True,0,552,552,0,552,0,0,0,0,0,0
Job_131,540,540,433.6,True,0,540,540,0,1068,0,0,0,0,0,0
Job_142,528,528,200.02,True,0,528,528,0,0,0,0,0,0,0,0
Job_143,132,132,198.48,True,0,132,132,0,132,0,0,0,0,0,0
Job_145,21,21,51.95,True,1,10,21,0,21,0,0,0,0,0,0
Job_146,12,12,26.11,True,12,0,11,0,10,0,0,0,0,0,0
Job_147,528,528,460.36,True,0,528,528,0,135,0,0,0,0,0,0
Job_151,6,6,2.48,True,0,3,0,0,3,0,0,0,0,0,0
Job_152,2,2,1.97,True,0,0,0,0,0,1,0,0,0,0,0
Job_154,183,203,147.7,True,70,88,48,0,185,17,0,12,4,0,0
Job_155,61,61,84.58,True,62,0,0,0,50,16,0,0,3,0,0
Job_156,56,56,80.46,True,0,1,52,2,54,0,0,1,4,0,1
Job_157,169,169,282.75,True,1,206,5,0,64,2,6,1,0,0,0
Job_158,20,20,24.99,True,0,0,0,0,27,0,4,0,25,0,1
Job_159,17,17,37.27,True,0,0,0,0,2,15,0,3,0,3,1
Job_160,293,293,472.75,True,293,0,293,0,293,0,0,0,0,0,0
TOTAL,99454,99466,95178.95 MB (92.95 GB),,37816,57449,78447,3038,105004,51,1666,17,36,3,3
