Job Name,Image Count,Annotation Count,All Image/Annotation Pairs Present,red_flag,red_yellow_flag,blue_flag,green_coast,flagpole,parasol,surf_zone,non_beach_flag,other_beach_flag,surf_kite,wind_sock
Job_7,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_8,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_11,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_12,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_13,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_14,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_15,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_16,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_17,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_18,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_21,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_22,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_23,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_24,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_25,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_27,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_28,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_29,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_30,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_31,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_32,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_36,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_37,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_41,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_42,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_43,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_48,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_50,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_51,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_52,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_54,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_55,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_56,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_57,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_59,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_60,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_61,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_65,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_66,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_67,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_69,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_70,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_71,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_72,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_73,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_74,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_75,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_76,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_77,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_78,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_87,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_88,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_89,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_95,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_96,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_97,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_98,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_104,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_105,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_106,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_108,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_109,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_114,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_115,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_116,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_117,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_118,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_119,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_120,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_121,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_123,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_125,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_126,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_128,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_130,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_131,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_142,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_143,0,0,True,0,0,0,0,0,0,0,0,0,0,0
Job_145,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_146,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_147,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_151,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_152,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_154,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_155,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_156,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_157,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_158,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_159,0,1,True,0,0,0,0,0,0,0,0,0,0,0
Job_160,0,1,True,0,0,0,0,0,0,0,0,0,0,0
TOTAL,0,89,,0,0,0,0,0,0,0,0,0,0,0
